Date,Open,High,Low,Close,Volume,Ticker,
19991222,3102.6001,3102.6001,3102.6001,3102.6001,178100000,XJO,
19991223,3082,3082,3082,3082,128300000,XJO,
19991224,3099.8999,3099.8999,3099.8999,3099.8999,272500000,XJO,
19991229,3104.8999,3104.8999,3104.8999,3104.8999,33300000,XJO,
19991230,3117.69995,3117.69995,3117.69995,3117.69995,48400000,XJO,
20000104,3093.69995,3093.69995,3093.69995,3093.69995,152000000,XJO,
20000105,3018.69995,3018.69995,3018.69995,3018.69995,185500000,XJO,
20000106,2999.30005,2999.30005,2999.30005,2999.30005,187200000,XJO,
20000107,3023.3999,3023.3999,3023.3999,3023.3999,186500000,XJO,
20000110,3084,3084,3084,3084,189700000,XJO,
20000111,3160.80005,3160.80005,3160.80005,3160.80005,317600000,XJO,
20000112,3088.3999,3088.3999,3088.3999,3088.3999,252600000,XJO,
20000113,3078.8999,3078.8999,3078.8999,3078.8999,230300000,XJO,
20000114,3115.3999,3115.3999,3115.3999,3115.3999,233100000,XJO,
20000117,3121.5,3121.5,3121.5,3121.5,291900000,XJO,
20000118,3128,3128,3128,3128,214300000,XJO,
20000119,3080.5,3080.5,3080.5,3080.5,406300000,XJO,
20000120,3112.5,3112.5,3112.5,3112.5,337900000,XJO,
20000121,3073.3999,3073.3999,3073.3999,3073.3999,202800000,XJO,
20000124,3069.69995,3069.69995,3069.69995,3069.69995,146300000,XJO,
20000125,3048.69995,3048.69995,3048.69995,3048.69995,269200000,XJO,
20000127,3051.3999,3051.3999,3051.3999,3051.3999,248300000,XJO,
20000128,3064.6001,3064.6001,3064.6001,3064.6001,299700000,XJO,
20000131,3080.19995,3080.19995,3080.19995,3080.19995,173700000,XJO,
20000201,3072.30005,3072.30005,3072.30005,3072.30005,175400000,XJO,
20000202,3110.30005,3110.30005,3110.30005,3110.30005,205000000,XJO,
20000203,3142.3999,3142.3999,3142.3999,3142.3999,281300000,XJO,
20000204,3118.69995,3118.69995,3118.69995,3118.69995,240500000,XJO,
20000207,3136.8999,3136.8999,3136.8999,3136.8999,255100000,XJO,
20000208,3134.6001,3134.6001,3134.6001,3134.6001,230600000,XJO,
20000209,3149.8999,3149.8999,3149.8999,3149.8999,203900000,XJO,
20000210,3192.30005,3192.30005,3192.30005,3192.30005,412100000,XJO,
20000211,3167.30005,3167.30005,3167.30005,3167.30005,256700000,XJO,
20000214,3122.19995,3122.19995,3122.19995,3122.19995,306000000,XJO,
20000215,3152.30005,3152.30005,3152.30005,3152.30005,268000000,XJO,
20000216,3150.3999,3150.3999,3150.3999,3150.3999,234300000,XJO,
20000217,3140.80005,3140.80005,3140.80005,3140.80005,275300000,XJO,
20000218,3114.8999,3114.8999,3114.8999,3114.8999,247000000,XJO,
20000221,3114.8999,3114.8999,3114.8999,3114.8999,169600000,XJO,
20000222,3097,3097,3097,3097,266600000,XJO,
20000223,3101.1001,3101.1001,3101.1001,3101.1001,284200000,XJO,
20000224,3099.6001,3099.6001,3099.6001,3099.6001,255800000,XJO,
20000225,3111.19995,3111.19995,3111.19995,3111.19995,382600000,XJO,
20000228,3106.69995,3106.69995,3106.69995,3106.69995,145400000,XJO,
20000229,3124.6001,3124.6001,3124.6001,3124.6001,235600000,XJO,
20000301,3187.19995,3187.19995,3187.19995,3187.19995,218200000,XJO,
20000302,3219.80005,3219.80005,3219.80005,3219.80005,271700000,XJO,
20000303,3232.6001,3232.6001,3232.6001,3232.6001,263300000,XJO,
20000306,3214,3214,3214,3214,211700000,XJO,
20000307,3232.5,3232.5,3232.5,3232.5,281300000,XJO,
20000308,3207.8999,3207.8999,3207.8999,3207.8999,200100000,XJO,
20000309,3188,3188,3188,3188,244300000,XJO,
20000310,3189.30005,3189.30005,3189.30005,3189.30005,233000000,XJO,
20000313,3185.8999,3185.8999,3185.8999,3185.8999,190200000,XJO,
20000314,3178.69995,3178.69995,3178.69995,3178.69995,220000000,XJO,
20000315,3159.69995,3159.69995,3159.69995,3159.69995,232200000,XJO,
20000316,3171.80005,3171.80005,3171.80005,3171.80005,243700000,XJO,
20000317,3200.3999,3200.3999,3200.3999,3200.3999,285300000,XJO,
20000320,3237.69995,3237.69995,3237.69995,3237.69995,171600000,XJO,
20000321,3248.80005,3248.80005,3248.80005,3248.80005,172600000,XJO,
20000322,3276.3999,3276.3999,3276.3999,3276.3999,190300000,XJO,
20000323,3248.80005,3248.80005,3248.80005,3248.80005,231700000,XJO,
20000324,3251.5,3251.5,3251.5,3251.5,203400000,XJO,
20000327,3227.8999,3227.8999,3227.8999,3227.8999,209100000,XJO,
20000328,3230.19995,3230.19995,3230.19995,3230.19995,196000000,XJO,
20000329,3225.8999,3225.8999,3225.8999,3225.8999,208800000,XJO,
20000330,3194.1001,3194.1001,3194.1001,3194.1001,208700000,XJO,
20000331,3133.25488,3133.25488,3133.25488,3133.25488,388000000,XJO,
20000403,3133.30005,3191.5,3133.1001,3191.03809,184700000,XJO,
20000404,3191,3201.8999,3170.3999,3176.83691,224400000,XJO,
20000405,3176.80005,3176.80005,3143.80005,3155.42993,251300000,XJO,
20000406,3155.3999,3168.6001,3138.30005,3157.12598,195900000,XJO,
20000407,3157.1001,3192.69995,3156.8999,3181.98193,210800000,XJO,
20000410,3182,3201.80005,3178.19995,3201.41406,154400000,XJO,
20000411,3201.3999,3201.3999,3161.8999,3172.98999,175200000,XJO,
20000412,3173,3173,3140,3148.74805,199100000,XJO,
20000413,3148.69995,3148.69995,3088.8999,3099.73096,258700000,XJO,
20000414,3099.69995,3114.6001,3073.69995,3111.8501,190000000,XJO,
20000417,3111.8999,3111.8999,2901.80005,2943.90991,257300000,XJO,
20000418,2943.8999,3033.30005,2943.8999,3010.25195,303200000,XJO,
20000419,3010.30005,3070.8999,3010.30005,3069.18701,247700000,XJO,
20000420,3069.19995,3074.19995,3038.1001,3069.67993,122600000,XJO,
20000426,3069.69995,3127.30005,3069.69995,3117.31201,190700000,XJO,
20000427,3117.30005,3117.3999,3089.6001,3106.33398,263300000,XJO,
20000428,3106.30005,3119.19995,3086.1001,3115.79712,358200000,XJO,
20000501,3115.80005,3124.5,3101.80005,3101.96094,191300000,XJO,
20000502,3102,3132,3102,3131.09302,209800000,XJO,
20000503,3131.1001,3131.69995,3103.5,3107.51392,225900000,XJO,
20000504,3107.5,3107.5,3049.6001,3053.75293,174300000,XJO,
20000505,3053.80005,3107.23901,3053.69995,3107.23901,190100000,XJO,
20000508,3107.19995,3124,3103.6001,3106.20801,199800000,XJO,
20000509,3106.19995,3108.5,3086.07495,3086.07495,198600000,XJO,
20000510,3086.1001,3086.1001,3033.6001,3043.42212,225800000,XJO,
20000511,3043.3999,3043.3999,2988.30005,2996.39795,265500000,XJO,
20000512,2996.3999,3044.30005,2996.3999,3034.79492,216400000,XJO,
20000515,3034.80005,3059.1001,3033.30005,3051.10205,187000000,XJO,
20000516,3051.1001,3090.6001,3051.1001,3089.17798,221000000,XJO,
20000517,3089.19995,3091.8999,3067.69995,3074.81006,284100000,XJO,
20000518,3074.80005,3075.19995,3041.5,3044.85498,238200000,XJO,
20000519,3044.8999,3054,3033.19995,3039.11792,207200000,XJO,
20000522,3039.1001,3039.1001,2995.8999,3004.04395,198700000,XJO,
20000523,3002.30005,3021.3999,3002.19995,3021.38599,204600000,XJO,
20000524,3021.3999,3021.3999,2985.5,3009.479,227400000,XJO,
20000525,3009.5,3031.1001,3009.5,3018.08789,215000000,XJO,
20000526,3018.1001,3018.1001,2996.6001,3000.677,338300000,XJO,
20000529,3000.69995,3035.1001,2999.19995,3035.08105,152900000,XJO,
20000530,3035.1001,3050.8999,3033.19995,3050.61108,185400000,XJO,
20000531,3050.6001,3105.19995,3050.19995,3080.99805,404600000,XJO,
20000601,3081,3089,3066.69995,3088.01099,199300000,XJO,
20000602,3088,3143.8999,3087.19995,3140.94312,199400000,XJO,
20000605,3140.8999,3170,3138.1001,3148.83691,236400000,XJO,
20000606,3148.80005,3153.01611,3132.6001,3153.01611,241200000,XJO,
20000607,3149.8999,3151.69995,3112.3999,3112.55811,202200000,XJO,
20000608,3112.6001,3133.19995,3109.6001,3126.73096,205900000,XJO,
20000609,3126.69995,3154.19995,3116.30005,3146.51807,234200000,XJO,
20000613,3146.5,3146.5,3106.80005,3113.84692,221700000,XJO,
20000614,3113.80005,3118.30005,3103.69995,3118.24097,228000000,XJO,
20000615,3118.19995,3147.80005,3117.6001,3133.08594,227100000,XJO,
20000616,3133.1001,3144.3999,3124,3140.76807,286300000,XJO,
20000619,3140.80005,3151.1001,3119.80005,3151.06592,246800000,XJO,
20000620,3151.1001,3159.6001,3142.19995,3155.16895,288500000,XJO,
20000621,3155.19995,3178.3999,3140.3999,3178.38599,276000000,XJO,
20000622,3178.3999,3186.19995,3164.30005,3173.56592,303200000,XJO,
20000623,3173.6001,3177.19995,3154.5,3177.08398,319000000,XJO,
20000626,3177.1001,3182.69995,3162.80005,3177.83301,318000000,XJO,
20000627,3177.80005,3193,3171.6001,3190.09912,287500000,XJO,
20000628,3190.1001,3213.92993,3186.19995,3213.92993,326700000,XJO,
20000629,3213.8999,3254.69995,3211.6001,3254.4939,390800000,XJO,
20000630,3254.5,3313.8999,3227,3311.17505,598099968,XJO,
20000703,3311.19995,3317.5,3279.80005,3308.07397,237000000,XJO,
20000704,3308.1001,3327.19995,3297.5,3310.11499,261800000,XJO,
20000705,3310.1001,3321.1001,3295.69995,3320.51392,323400000,XJO,
20000706,3320.5,3320.6001,3290.80005,3306.93091,294300000,XJO,
20000707,3306.8999,3326.3999,3305.30005,3305.3291,261200000,XJO,
20000710,3305.30005,3334.80005,3305.30005,3323.79395,189200000,XJO,
20000711,3323.80005,3326.19995,3307.19995,3323.28198,219200000,XJO,
20000712,3323.30005,3337.3999,3314.30005,3318.38403,279400000,XJO,
20000713,3318.3999,3329.3999,3295.80005,3306.48096,315500000,XJO,
20000714,3306.5,3308.3999,3295.6001,3303.52197,230200000,XJO,
20000717,3303.5,3320.30005,3296,3313.42603,177900000,XJO,
20000718,3313.3999,3316.5,3293.69995,3300.62402,249400000,XJO,
20000719,3300.6001,3313.80005,3283,3299.59399,241100000,XJO,
20000720,3299.6001,3304.80005,3289.1001,3300.89795,192600000,XJO,
20000721,3300.8999,3335.69995,3300.8999,3332.32495,208700000,XJO,
20000724,3332.30005,3332.30005,3303.69995,3305.35205,156500000,XJO,
20000725,3305.3999,3305.3999,3277.30005,3282.14404,204000000,XJO,
20000726,3282.1001,3294.5,3274.1001,3282.8811,241100000,XJO,
20000727,3282.8999,3282.8999,3252.8999,3258.24097,221700000,XJO,
20000728,3258.19995,3260,3248.6001,3254.96509,268400000,XJO,
20000731,3255,3257.80005,3226.8999,3251.09399,193500000,XJO,
20000801,3251.1001,3262.6001,3244.8999,3253.98193,223900000,XJO,
20000802,3254,3271.19995,3240.69995,3270.26294,307100000,XJO,
20000803,3270.30005,3279.80005,3266.69995,3275.12109,308500000,XJO,
20000804,3275.1001,3284.19995,3267.6001,3277.18994,247000000,XJO,
20000807,3277.19995,3306.8999,3276.8999,3305.03491,172300000,XJO,
20000808,3305,3317.8999,3301.1001,3302.3269,236600000,XJO,
20000809,3302.30005,3312.8999,3298.19995,3309.76904,211800000,XJO,
20000810,3309.80005,3315.5,3304.69995,3315.2981,226700000,XJO,
20000811,3315.30005,3315.69995,3300.69995,3309.12012,221000000,XJO,
20000814,3309.1001,3323,3308,3314.93701,171600000,XJO,
20000815,3314.8999,3327.8999,3310.5,3323.10303,201500000,XJO,
20000816,3323.1001,3339.30005,3320.5,3331.79102,228200000,XJO,
20000817,3331.80005,3350.30005,3326.6001,3336.28394,252700000,XJO,
20000818,3336.30005,3348.5,3335,3344.15308,232700000,XJO,
20000821,3344.19995,3344.80005,3333.5,3338.86792,149000000,XJO,
20000822,3338.8999,3356.69995,3334.69995,3353.38208,225100000,XJO,
20000823,3353.3999,3370.80005,3352.80005,3364.42505,258000000,XJO,
20000824,3364.3999,3386.8999,3360.30005,3372.40088,325300000,XJO,
20000825,3372.3999,3377.19995,3360.69995,3367.36792,389800000,XJO,
20000828,3367.3999,3383.30005,3363.69995,3363.87402,196300000,XJO,
20000829,3363.8999,3379.6001,3363,3369.37891,186500000,XJO,
20000830,3369.3999,3378.19995,3345.5,3357.83203,278100000,XJO,
20000831,3357.80005,3357.80005,3297.6001,3297.83105,278000000,XJO,
20000901,3297.80005,3335.5,3297.5,3331.67798,266800000,XJO,
20000904,3331.69995,3348.19995,3324,3347.32397,182400000,XJO,
20000905,3337.5,3356,3336.1001,3347.32593,172300000,XJO,
20000906,3347.30005,3347.8999,3313.69995,3321.19702,266800000,XJO,
20000907,3321.19995,3321.6001,3295.3999,3306.60791,272700000,XJO,
20000908,3306.6001,3325.30005,3305.1001,3320.30103,235500000,XJO,
20000911,3320.30005,3320.30005,3296.30005,3297.09302,202100000,XJO,
20000912,3297.1001,3326.69995,3296.69995,3324.01904,215300000,XJO,
20000913,3324,3344.5,3314.3999,3334.08203,250100000,XJO,
20000914,3334.1001,3353.8999,3329.8999,3344.5791,265400000,XJO,
20000915,3344.6001,3356.5,3321,3329.77295,238900000,XJO,
20000918,3329.80005,3329.80005,3271.30005,3276.39111,181800000,XJO,
20000919,3276.3999,3276.3999,3223,3236.7229,231400000,XJO,
20000920,3236.69995,3255.19995,3235.19995,3254.69312,162300000,XJO,
20000921,3254.69995,3256.8999,3243.3999,3252.80811,176800000,XJO,
20000922,3252.80005,3252.80005,3176.1001,3188.62402,207000000,XJO,
20000925,3188.6001,3224.80005,3186.69995,3215.25903,154900000,XJO,
20000926,3215.30005,3242.5,3199.80005,3241.05908,174100000,XJO,
20000927,3241.1001,3264.3999,3229.69995,3256.27002,193900000,XJO,
20000928,3256.30005,3293.30005,3255.1001,3290.65503,182700000,XJO,
20000929,3290.69995,3302.5,3282.5,3298.81104,275400000,XJO,
20001002,3298.80005,3304.5,3282,3300.56689,75200000,XJO,
20001003,3300.6001,3330.69995,3285.30005,3327.73193,216000000,XJO,
20001004,3327.69995,3327.8999,3307.3999,3318.57495,206500000,XJO,
20001005,3318.6001,3318.80005,3298.5,3311.29712,256600000,XJO,
20001006,3311.30005,3311.30005,3277.8999,3293.45801,239700000,XJO,
20001009,3293.5,3293.5,3253.1001,3274.29004,198600000,XJO,
20001010,3274.30005,3284.8999,3260.5,3265.23901,301000000,XJO,
20001011,3265.19995,3265.5,3243.80005,3260.73999,243700000,XJO,
20001012,3260.69995,3260.69995,3222.1001,3226.48901,303700000,XJO,
20001013,3226.5,3226.5,3186,3201.90796,284900000,XJO,
20001016,3201.8999,3266.6001,3200.6001,3266.56689,283000000,XJO,
20001017,3266.6001,3271.19995,3251,3264.22412,237200000,XJO,
20001018,3264.19995,3264.19995,3216.30005,3226.68604,257400000,XJO,
20001019,3226.69995,3226.69995,3180.30005,3192.73511,271300000,XJO,
20001020,3192.69995,3247.19995,3192.3999,3235.77002,262200000,XJO,
20001023,3235.80005,3269.80005,3231.19995,3267.86597,258400000,XJO,
20001024,3267.8999,3272.80005,3258.19995,3260.71899,252900000,XJO,
20001025,3260.69995,3264.6001,3247.6001,3264.25488,319900000,XJO,
20001026,3264.30005,3264.30005,3234.5,3239.73804,263300000,XJO,
20001027,3239.69995,3263.30005,3237.6001,3244.65991,297800000,XJO,
20001030,3244.69995,3269,3244.6001,3264.35791,217100000,XJO,
20001031,3264.3999,3268.69995,3250.6001,3254.62695,272400000,XJO,
20001101,3254.6001,3287.3999,3254.5,3276.84106,240600000,XJO,
20001102,3276.80005,3293.6001,3260,3289.2561,235200000,XJO,
20001103,3289.30005,3327.6001,3286.3999,3321.93408,212800000,XJO,
20001106,3321.8999,3345,3314.5,3334.7561,188100000,XJO,
20001107,3334.80005,3381.5,3334,3372.89893,220400000,XJO,
20001108,3372.8999,3372.8999,3348.80005,3354.19897,325700000,XJO,
20001109,3354.19995,3354.19995,3312.80005,3333.47607,255500000,XJO,
20001110,3333.5,3333.5,3291.69995,3300.92603,243400000,XJO,
20001113,3300.8999,3313.8999,3286.3999,3290.81689,208700000,XJO,
20001114,3290.80005,3300.1001,3273.3999,3291.48291,242800000,XJO,
20001115,3291.5,3322.19995,3291.5,3320.42407,295300000,XJO,
20001116,3320.3999,3320.6001,3298.5,3302.4541,260400000,XJO,
20001117,3302.5,3332.19995,3293.19995,3329.14795,236600000,XJO,
20001120,3329.1001,3331.5,3319.30005,3325.08203,185700000,XJO,
20001121,3325.1001,3325.1001,3298.1001,3301.11206,195500000,XJO,
20001122,3301.1001,3308.80005,3284.5,3284.65601,238400000,XJO,
20001123,3284.69995,3285.69995,3265.19995,3281.21802,230300000,XJO,
20001124,3281.19995,3290.6001,3273,3280.58301,290100000,XJO,
20001127,3280.6001,3303.20508,3279.5,3303.20508,199100000,XJO,
20001128,3303.19995,3311.8999,3294,3306.15796,227500000,XJO,
20001129,3306.19995,3306.19995,3271,3275.60205,240400000,XJO,
20001130,3275.6001,3295.3999,3272.3999,3274.59399,252400000,XJO,
20001201,3274.6001,3291.6001,3254,3284.14209,235100000,XJO,
20001204,3284.1001,3287,3278,3281.69604,161000000,XJO,
20001205,3281.69995,3325.30005,3281.69995,3306.50098,297700000,XJO,
20001206,3306.5,3349,3306.5,3308.14502,294900000,XJO,
20001207,3308.1001,3322.1001,3285.8999,3309.03003,286400000,XJO,
20001208,3309,3309.1001,3278.80005,3287.646,250600000,XJO,
20001211,3287.6001,3321,3286,3312.35303,231000000,XJO,
20001212,3312.3999,3321.1001,3305.19995,3313.22095,269400000,XJO,
20001213,3313.19995,3313.19995,3295.5,3297.52002,267300000,XJO,
20001214,3297.5,3297.5,3267.80005,3276.98511,251900000,XJO,
20001215,3277,3277,3222.3999,3229.16089,261900000,XJO,
20001218,3229.19995,3240,3218.8999,3236.61108,190500000,XJO,
20001219,3236.6001,3260,3236.6001,3258.06396,256400000,XJO,
20001220,3258.1001,3258.1001,3225.1001,3245.16504,205500000,XJO,
20001221,3245.19995,3245.19995,3171.69995,3185.77393,243900000,XJO,
20001222,3185.80005,3202.69995,3185.69995,3196.03003,288700000,XJO,
20001227,3196,3229.19995,3194.8999,3228.58691,109200000,XJO,
20001228,3228.6001,3238.5,3219.19995,3236.20801,126600000,XJO,
20001229,3236.19995,3279.80005,3206.1731,3206.1731,245200000,XJO,
20010102,3206.19995,3261.14502,3206.19995,3261.14502,99600000,XJO,
20010103,3261.1001,3261.30005,3225,3235.70703,143100000,XJO,
20010104,3235.69995,3295.30005,3235.69995,3293.81494,226400000,XJO,
20010105,3293.80005,3308.5,3283.5,3300.39307,240700000,XJO,
20010108,3300.3999,3300.3999,3254.5,3264.26099,206300000,XJO,
20010109,3264.30005,3264.6001,3238.19995,3244.90796,283700000,XJO,
20010110,3244.8999,3248,3228.19995,3239.22412,273000000,XJO,
20010111,3239.19995,3239.69995,3222.6001,3225.64795,265300000,XJO,
20010112,3225.6001,3251.5,3225.6001,3243.23193,234600000,XJO,
20010115,3243.19995,3256.30005,3240.1001,3250.90894,201700000,XJO,
20010116,3250.8999,3250.8999,3238.5,3239.42407,285400000,XJO,
20010117,3239.3999,3253.74609,3232.30005,3253.74609,287100000,XJO,
20010118,3253.69995,3302.80005,3253.1001,3289.89893,296500000,XJO,
20010119,3289.8999,3319.19995,3289.8999,3311.59692,306000000,XJO,
20010122,3311.6001,3326.19995,3306.30005,3319.73389,243600000,XJO,
20010123,3319.69995,3320.1001,3285.69995,3288.59009,300200000,XJO,
20010124,3288.6001,3321.4231,3284.6001,3321.4231,216400000,XJO,
20010125,3297.19995,3327.3999,3297.19995,3321.4231,237300000,XJO,
20010129,3321.3999,3325,3300.5,3317.21094,317800000,XJO,
20010130,3317.19995,3340.3999,3316.3999,3334.94604,255700000,XJO,
20010131,3334.8999,3347.80005,3334.8999,3341.74097,288700000,XJO,
20010201,3341.69995,3364.30005,3331.5,3364.28906,286300000,XJO,
20010202,3364.30005,3364.6001,3348.30005,3355.30591,227700000,XJO,
20010205,3355.30005,3355.30005,3309.30005,3312.76611,193800000,XJO,
20010206,3312.80005,3334.8999,3312,3325.33594,280100000,XJO,
20010207,3325.30005,3326.69995,3309.5,3312.05298,295000000,XJO,
20010208,3312.1001,3331.5,3311.6001,3329.41797,236800000,XJO,
20010209,3329.3999,3329.5,3300.19995,3312.448,244500000,XJO,
20010212,3312.3999,3336.19995,3300.6001,3330.25,226300000,XJO,
20010213,3330.30005,3354.5,3330.1001,3341.10107,245300000,XJO,
20010214,3341.1001,3352.6001,3338.19995,3350.14893,235400000,XJO,
20010215,3350.1001,3351.3999,3316.6001,3325.69995,274600000,XJO,
20010216,3325.69995,3336.8999,3317.3999,3320.06909,302000000,XJO,
20010219,3320.1001,3320.1001,3280.80005,3291.35693,160000000,XJO,
20010220,3291.3999,3312,3289.19995,3302.55688,239400000,XJO,
20010221,3302.6001,3314.7041,3289.1001,3314.7041,266600000,XJO,
20010222,3314.69995,3314.69995,3278.19995,3292.58008,282600000,XJO,
20010223,3292.6001,3299.8999,3284.1001,3292.01196,369400000,XJO,
20010226,3292,3306.69995,3285.6001,3301.59106,241900000,XJO,
20010227,3301.6001,3317.8999,3299.69995,3302.4021,245200000,XJO,
20010228,3302.3999,3332,3283.69995,3326.47803,290200000,XJO,
20010301,3326.5,3350.1001,3308.6001,3350.07788,296300000,XJO,
20010302,3350.1001,3351.30005,3320.80005,3333.44897,268800000,XJO,
20010305,3333.3999,3348.30005,3327.6001,3342.86108,317100000,XJO,
20010306,3342.8999,3343.30005,3327,3333.43311,254400000,XJO,
20010307,3333.3999,3362.19995,3326.3999,3362.03198,281000000,XJO,
20010308,3362,3370.8999,3342.5,3343.5061,331800000,XJO,
20010309,3343.5,3343.5,3321.8999,3331.32495,298900000,XJO,
20010312,3331.30005,3332,3297,3320.66406,217300000,XJO,
20010313,3320.69995,3320.69995,3249.80005,3264.68091,297100000,XJO,
20010314,3264.69995,3272.8999,3262,3263.87598,292500000,XJO,
20010315,3263.8999,3263.8999,3203.69995,3242.86206,326600000,XJO,
20010316,3242.8999,3259,3242.5,3252.41895,257400000,XJO,
20010319,3252.3999,3252.3999,3211.6001,3215.96802,231500000,XJO,
20010320,3216,3234.3999,3210.3999,3229.25098,272800000,XJO,
20010321,3229.69995,3229.69995,3193.8999,3225.33203,290800000,XJO,
20010322,3225.30005,3225.30005,3175.69995,3188.80591,279900000,XJO,
20010323,3188.80005,3188.80005,3138.19995,3145.34497,281600000,XJO,
20010326,3145.30005,3174.19995,3143.30005,3165.13794,320900000,XJO,
20010327,3165.1001,3185.19995,3162.19995,3170.40503,347100000,XJO,
20010328,3170.3999,3194.30005,3168.19995,3179.59106,376100000,XJO,
20010329,3179.6001,3187.30005,3152.19995,3177.93701,432900000,XJO,
20010330,3177.8999,3178,3147.19995,3147.22998,508200000,XJO,
20010402,3147.19995,3202.3999,3147.19995,3194.62012,255700000,XJO,
20010403,3194.6001,3202.19995,3182.69995,3192.31201,334600000,XJO,
20010404,3192.30005,3194.30591,3168.6001,3194.30591,358900000,XJO,
20010405,3194.30005,3227.80005,3192.80005,3220.47607,349800000,XJO,
20010406,3220.5,3266,3220.5,3233.21704,423800000,XJO,
20010409,3233.19995,3233.6001,3211.1001,3215.74902,215900000,XJO,
20010410,3215.69995,3233.69995,3215.69995,3228.51392,301900000,XJO,
20010411,3228.5,3271.5,3228.5,3259.57202,392300000,XJO,
20010412,3259.6001,3282.6001,3251.5,3276.8479,373000000,XJO,
20010417,3276.80005,3277.8999,3257,3258.70288,255700000,XJO,
20010418,3258.69995,3282.69995,3258.6001,3278.18994,327800000,XJO,
20010419,3278.19995,3333.8999,3278.19995,3324.23193,424000000,XJO,
20010420,3324.19995,3327.3999,3301.8999,3303.53711,329700000,XJO,
20010423,3303.5,3308.5,3289,3300.63306,276800000,XJO,
20010424,3300.6001,3305.6001,3286.1001,3300.95801,280100000,XJO,
20010426,3301,3312.80005,3296.80005,3312.04102,319800000,XJO,
20010427,3312,3313.8999,3293.5,3293.91992,378400000,XJO,
20010430,3293.8999,3329.6001,3293.8999,3329.40991,307700000,XJO,
20010501,3329.3999,3334.3999,3324.69995,3328.74292,371000000,XJO,
20010502,3328.69995,3357.5,3328.69995,3330.64307,354700000,XJO,
20010503,3330.6001,3353.6001,3321.69995,3349.98511,327000000,XJO,
20010504,3350,3350,3327.19995,3340.50391,284200000,XJO,
20010507,3340.5,3360.30005,3340.5,3354.84106,219100000,XJO,
20010508,3354.80005,3357.1001,3337.8999,3338.88989,243200000,XJO,
20010509,3338.8999,3349.19995,3327.80005,3346.06396,311700000,XJO,
20010510,3346.1001,3387.19995,3345.30005,3386.51196,310600000,XJO,
20010511,3386.5,3392.3999,3374.8999,3389.04907,272000000,XJO,
20010514,3389,3390.5,3358.19995,3382.21997,228000000,XJO,
20010515,3382.19995,3390.23511,3367.80005,3390.23511,295700000,XJO,
20010516,3390.19995,3392.6001,3372.3999,3380.11206,317100000,XJO,
20010517,3380.1001,3424.5,3379.5,3409.96704,406000000,XJO,
20010518,3410,3423.5,3398.5,3404.06689,332300000,XJO,
20010521,3404.1001,3441,3404.1001,3435.32007,334100000,XJO,
20010522,3435.30005,3443.30005,3430.80005,3436.54712,462300000,XJO,
20010523,3436.5,3444.69995,3419.19995,3426.7041,312400000,XJO,
20010524,3426.69995,3426.80005,3407.1001,3415.9939,303300000,XJO,
20010525,3416,3431.69995,3413.1001,3426.06494,439500000,XJO,
20010528,3426.1001,3429,3409.6001,3420.11206,208600000,XJO,
20010529,3420.1001,3423.8999,3403.80005,3411.08691,220700000,XJO,
20010530,3411.1001,3411.30005,3396.1001,3399.82202,276900000,XJO,
20010531,3401.5,3401.5,3375.1001,3379.10693,340500000,XJO,
20010601,3379.1001,3401.6001,3377.80005,3391.52905,358400000,XJO,
20010604,3391.5,3427.3999,3388.19995,3426.698,229600000,XJO,
20010605,3426.69995,3436.80005,3410.6001,3422.19312,319800000,XJO,
20010606,3422.19995,3442.1001,3419.80005,3423.302,342300000,XJO,
20010607,3423.30005,3436.60205,3402.5,3436.60205,346400000,XJO,
20010608,3436.6001,3437.3999,3420.69995,3434.4231,463400000,XJO,
20010612,3434.3999,3434.6001,3392.1001,3401.82104,418800000,XJO,
20010613,3401.80005,3402,3378.8999,3389.62988,467200000,XJO,
20010614,3389.6001,3412.3999,3379.6001,3410.14209,479400000,XJO,
20010615,3411.8999,3415.80005,3387.69995,3415.6709,415200000,XJO,
20010618,3415.69995,3415.69995,3384.99292,3384.99292,279200000,XJO,
20010619,3385,3403.5,3383.6001,3385.40698,390400000,XJO,
20010620,3385.3999,3419.8999,3385.3999,3412.66797,311800000,XJO,
20010621,3412.8999,3426.3999,3405.69995,3410.54712,388700000,XJO,
20010622,3410.80005,3434.19995,3407,3428.31689,381000000,XJO,
20010625,3428.30005,3428.30005,3408.5,3418.73608,325600000,XJO,
20010626,3418.69995,3434.3999,3409.30005,3434.18896,399400000,XJO,
20010627,3434.19995,3434.80005,3408.3999,3409.80103,323300000,XJO,
20010628,3409.80005,3428.1001,3409.6001,3420.52588,343800000,XJO,
20010629,3420.5,3490.30005,3420.5,3490.2981,771299968,XJO,
20010702,3490.30005,3490.30005,3429.80005,3438.36694,300800000,XJO,
20010703,3438.3999,3457.19995,3438.30005,3449.99292,273600000,XJO,
20010704,3450,3452.69995,3420.5,3429.65991,316900000,XJO,
20010705,3429.69995,3429.69995,3374,3377.79004,348300000,XJO,
20010706,3377.80005,3377.80005,3344.80005,3353.9209,464500000,XJO,
20010709,3353.8999,3353.8999,3316.19995,3342.04102,390400000,XJO,
20010710,3342,3358.80005,3331.30005,3356.73096,289300000,XJO,
20010711,3356.69995,3384,3349,3378.04004,292900000,XJO,
20010712,3378,3394.80005,3368.69995,3392.57495,373800000,XJO,
